,ref_url,submitter_name,submitter_email,submitter_institution,generation_date,method,smiles,ref_mols,original ID,ID,ROMol,inchikey,tags,ref_pdb,alias,HIPPO ID,original SMILES
272,None,None,None,,None,None,,"cx0270a,cx0399f",cx0399f-cx0270a,cx0399f-cx0270a,<rdkit.Chem.rdchem.Mol object at 0x167f94820>,GFWMDXMIJPXVBE-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0399f-cx0270a,3269,CNC(=O)C1=CN(C)N=c2c(C(=O)NC)cccc2=C1
273,None,None,None,,None,None,,"cx0894b,cx0399f",cx0399f-cx0894b,cx0399f-cx0894b,<rdkit.Chem.rdchem.Mol object at 0x167f94890>,RZIGAYKJCIITOG-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0399f-cx0894b,3291,CNC(=O)c1cccc2cc(Cl)[nH]c12
274,None,None,None,,None,None,,"cx0935a,cx0399f",cx0399f-cx0935a,cx0399f-cx0935a,<rdkit.Chem.rdchem.Mol object at 0x167f94900>,GRWVSZRVTJQSLK-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0399f-cx0935a,3293,CNC(=O)c1cccc2c(O)c(C(=O)Nc3ccc(O)cc3)[nH]c12
275,None,None,None,,None,None,,"cx0692a,cx0404a",cx0404a-cx0692a,cx0404a-cx0692a,<rdkit.Chem.rdchem.Mol object at 0x167f94970>,DKLDCPPECLCIJZ-QPPBUOOMSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0404a-cx0692a,3345,COCC(=O)N[C@H]1CCCC[C@@]12[C@@H](COC)ON[C@H]2C(N)=O
276,None,None,None,,None,None,,"cx0935a,cx0406a",cx0406a-cx0935a,cx0406a-cx0935a,<rdkit.Chem.rdchem.Mol object at 0x167f949e0>,KXSLGBIXQCYSPW-VHSXEESVSA-N,"['butcher: adenine', 'butcher: phosphate', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0406a-cx0935a,3420,COCC(=O)Nc1sc(N[C@@H]2CCC[C@H]2CO)nc1C
277,None,None,None,,None,None,,"cx0692a,cx0353a",cx0692a-cx0353a,cx0692a-cx0353a,<rdkit.Chem.rdchem.Mol object at 0x167f94a50>,YJPQHYJPQLYRNW-DOTOQJQBSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'select (JA) [arg144_pures]', 'raw', 'butcher: arginine']",cx0270a,cx0692a-cx0353a,3684,COCC(=O)N[C@H]1CCCC[C@]12NCCc1ccccc12
278,None,None,None,,None,None,,"cx0692a,cx0399b",cx0692a-cx0399b,cx0692a-cx0399b,<rdkit.Chem.rdchem.Mol object at 0x167f94ac0>,RTRFWLCSCBITKB-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0692a-cx0399b,3686,CNC(=O)c1cccc2c(C(=O)Nc3ccccc3)c[nH]c12
279,None,None,None,,None,None,,"cx0692a,cx0864b",cx0692a-cx0864b,cx0692a-cx0864b,<rdkit.Chem.rdchem.Mol object at 0x167f94b30>,IOLQAZKPZSYRAS-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0692a-cx0864b,3694,O=C(Nc1ccccc1)c1c(-c2ccn[nH]2)cc2c(c1O)OCO2
280,None,None,None,,None,None,,"cx0692a,cx0864d",cx0692a-cx0864d,cx0692a-cx0864d,<rdkit.Chem.rdchem.Mol object at 0x167f94ba0>,PPOABDMMRXXBHZ-MRXNPFEDSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0692a-cx0864d,3695,O[C@@H]1Oc2cc(-c3ccn[nH]3)ccc2N1Nc1ccccc1
281,None,None,None,,None,None,,"cx0692a,cx0892a",cx0692a-cx0892a,cx0692a-cx0892a,<rdkit.Chem.rdchem.Mol object at 0x167f94c10>,QVSYFXSEJNFZKD-UHFFFAOYSA-N,"['butcher: adenine', 'butcher: phosphate', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0692a-cx0892a,3696,COCC(=O)Nc1cccc(C(=O)NCc2cccs2)c1
282,None,None,None,,None,None,,"cx0692a,cx0969a",cx0692a-cx0969a,cx0692a-cx0969a,<rdkit.Chem.rdchem.Mol object at 0x167f94c80>,IOWPYPUKJIGVJE-KCQAQPDRSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0692a-cx0969a,3700,COCC(=O)N[C@H]1CCCC[C@]12CCC[C@H](CO)C2
283,None,None,None,,None,None,,"cx0692a,cx0969f",cx0692a-cx0969f,cx0692a-cx0969f,<rdkit.Chem.rdchem.Mol object at 0x167f94cf0>,HZMWNEMTDOMFDH-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0692a-cx0969f,3703,O=C(Nc1ccccc1)c1c(CO)cc2c(c1O)OCC2
284,None,None,None,,None,None,,"cx0692a,cx1116a",cx0692a-cx1116a,cx0692a-cx1116a,<rdkit.Chem.rdchem.Mol object at 0x167f94d60>,PPHADCGGEPSVTM-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'select (JA) [arg144_pures]', 'raw', 'butcher: arginine']",cx0270a,cx0692a-cx1116a,3705,COCC(=O)Nc1ccccc1N
285,None,None,None,,None,None,,"cx0692a,cx1116c",cx0692a-cx1116c,cx0692a-cx1116c,<rdkit.Chem.rdchem.Mol object at 0x167f94dd0>,XQWKZXHQRAAZAF-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0692a-cx1116c,3706,Cc1cccc(O)c1Nc1ccccc1
286,None,None,None,,None,None,,"cx0692a,cx1134a",cx0692a-cx1134a,cx0692a-cx1134a,<rdkit.Chem.rdchem.Mol object at 0x167f94e40>,SPMSYTVRNZIFCI-VIFPVBQESA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0692a-cx1134a,3710,COCC(=O)N1C[C@H](/C(N)=N/O)c2ccccc21
287,None,None,None,,None,None,,"cx0692a,cx1213a",cx0692a-cx1213a,cx0692a-cx1213a,<rdkit.Chem.rdchem.Mol object at 0x167f94eb0>,GNBHRAZXCYIDFU-YPMHNXCESA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0692a-cx1213a,3711,COCC(=O)N[C@@H]1CCCC[C@@]12CCCNC2
288,None,None,None,,None,None,,"cx0692a,cx1278a",cx0692a-cx1278a,cx0692a-cx1278a,<rdkit.Chem.rdchem.Mol object at 0x167f94f20>,DZZBIAOVYFHMIS-JTNHKYCSSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0692a-cx1278a,3717,COCC(=O)N[C@@H]1CCCC[C@]12CNC[C@@H]2C(=O)OC
289,None,None,None,,None,None,,"cx1298a,cx0692a",cx0692a-cx1298a,cx0692a-cx1298a,<rdkit.Chem.rdchem.Mol object at 0x167f94f90>,VVHSYQXTFULJLI-ZBEGNZNMSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0692a-cx1298a,3720,COCC(=O)N[C@H]1CCCC[C@@]12c1c(ncn1C)N(C)C(=O)N2C
290,None,None,None,,None,None,,"cx0692a,cx1371b",cx0692a-cx1371b,cx0692a-cx1371b,<rdkit.Chem.rdchem.Mol object at 0x167f95000>,QQBWHKPVEOERHW-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0692a-cx1371b,3727,NC(=O)c1ccc(C(=O)Nc2ccccc2)c(Cl)c1
291,None,None,None,,None,None,,"cx0692a,cx1379e",cx0692a-cx1379e,cx0692a-cx1379e,<rdkit.Chem.rdchem.Mol object at 0x167f95070>,RRJMGDPCLBVSAU-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'select (DF) [arg144_pures]', 'arg144_pures', 'select (JA) [arg144_pures]', 'raw', 'butcher: arginine']",cx0270a,cx0692a-cx1379e,3730,O=C(Nc1ccccc1)c1ccc(CO)c2c1OCCO2
292,None,None,None,,None,None,,"cx1444a,cx0692a",cx0692a-cx1444a,cx0692a-cx1444a,<rdkit.Chem.rdchem.Mol object at 0x167f950e0>,NEBUHSIGJIREQH-LBPRGKRZSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0692a-cx1444a,3741,COCC(=O)N[C@H]1CCCCC12CCCCC2
293,None,None,None,,None,None,,"cx0289a,cx0721a",cx0721a-cx0289a,cx0721a-cx0289a,<rdkit.Chem.rdchem.Mol object at 0x167f95150>,BVAGKZUXIOMZIK-KBRIMQKVSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0721a-cx0289a,3747,CN(C)[C@@]1(O)C[S@]1(C)CC[C@@H]1C=C(NCS)[C@@]1(O)Nc1ccccn1
294,None,None,None,,None,None,,"cx0692a,cx0721a",cx0721a-cx0692a,cx0721a-cx0692a,<rdkit.Chem.rdchem.Mol object at 0x167f95230>,VMDOHGKJUXIANC-MRVPVSSYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0721a-cx0692a,3754,COCC(=O)NC[C@H]1CCCC2=C1NCS2
295,None,None,None,,None,None,,"cx0839e,cx0289a",cx0839e-cx0289a,cx0839e-cx0289a,<rdkit.Chem.rdchem.Mol object at 0x167f952a0>,UCXOWRLLLIRRKC-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0839e-cx0289a,3936,CNc1cnc2ccc(NS(=O)(=O)c3ccc(N)cc3)cc2n1
296,None,None,None,,None,None,,"cx0289a,cx0864a",cx0864a-cx0289a,cx0864a-cx0289a,<rdkit.Chem.rdchem.Mol object at 0x167f95310>,HWTLYJYQSUYXNF-JJMSQDNMSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0864a-cx0289a,3999,c1ccc(NOc2oc3c4c2CC[C@H]2Nc5cn[nH]c5[C@H](CC3)C2O4)nc1
297,None,None,None,,None,None,,"cx0864a,cx0692a",cx0864a-cx0692a,cx0864a-cx0692a,<rdkit.Chem.rdchem.Mol object at 0x167f95380>,RTAHAIAUMVJTBK-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0864a-cx0692a,4011,COCC(=O)NN1COc2ccc(-c3ccn[nH]3)cc21
298,None,None,None,,None,None,,"cx0289a,cx0864d",cx0864d-cx0289a,cx0864d-cx0289a,<rdkit.Chem.rdchem.Mol object at 0x167f953f0>,VUFQTOXRHKYCQJ-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0864d-cx0289a,4144,Nc1ccc(S(=O)(=O)NN2COc3cc(-c4ccn[nH]4)ccc32)cc1
299,None,None,None,,None,None,,"cx0864d,cx0399f",cx0864d-cx0399f,cx0864d-cx0399f,<rdkit.Chem.rdchem.Mol object at 0x167f95460>,FCNMMRVSBYHGGR-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0864d-cx0399f,4150,CNC(=O)c1c(-c2cc[nH]n2)ccc2c1OCO2
300,None,None,None,,None,None,,"cx0692a,cx0864d",cx0864d-cx0692a,cx0864d-cx0692a,<rdkit.Chem.rdchem.Mol object at 0x167f954d0>,PPOABDMMRXXBHZ-MRXNPFEDSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'select (DF) [arg144_pures]', 'arg144_pures', 'select (JA) [arg144_pures]', 'raw', 'butcher: arginine']",cx0270a,cx0864d-cx0692a,4156,O[C@@H]1Oc2cc(-c3ccn[nH]3)ccc2N1Nc1ccccc1
301,None,None,None,,None,None,,"cx0864d,cx0969b",cx0864d-cx0969b,cx0864d-cx0969b,<rdkit.Chem.rdchem.Mol object at 0x167f95540>,CVNPYWIROGTFDL-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0864d-cx0969b,4169,OCN1COc2ccc(-c3ccn[nH]3)cc21
302,None,None,None,,None,None,,"cx1116c,cx0864d",cx0864d-cx1116c,cx0864d-cx1116c,<rdkit.Chem.rdchem.Mol object at 0x167f955b0>,NXHHOOOYMWASMZ-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0864d-cx1116c,4174,Nc1c(-c2ccn[nH]2)ccc2c1OCO2
303,None,None,None,,None,None,,"cx1271f,cx0864d",cx0864d-cx1271f,cx0864d-cx1271f,<rdkit.Chem.rdchem.Mol object at 0x167f95620>,ZBDWVIGDKQMEDH-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0864d-cx1271f,4182,NN1COc2ccc(-c3ccn[nH]3)cc21
304,None,None,None,,None,None,,"cx0864d,cx1305b",cx0864d-cx1305b,cx0864d-cx1305b,<rdkit.Chem.rdchem.Mol object at 0x167f95690>,DETJXFSIQJPJAJ-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0864d-cx1305b,4190,Oc1cc2c(cc1-c1ccn[nH]1)OCO2
305,None,None,None,,None,None,,"cx1431d,cx0864d",cx0864d-cx1431d,cx0864d-cx1431d,<rdkit.Chem.rdchem.Mol object at 0x167f95700>,ZBDWVIGDKQMEDH-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0864d-cx1431d,4203,NN1COc2ccc(-c3ccn[nH]3)cc21
306,None,None,None,,None,None,,"cx0892a,cx0270a",cx0892a-cx0270a,cx0892a-cx0270a,<rdkit.Chem.rdchem.Mol object at 0x167f95770>,NHWBBILHZVHSMM-UHFFFAOYSA-N,"['butcher: adenine', 'butcher: phosphate', 'fragmenstein', 'select (HA) [arg144_pures]', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0892a-cx0270a,4213,Cn1cc(C(=O)NCn2nccc2C(=O)NCc2cccs2)c2ccccc21
307,None,None,None,,None,None,,"cx1260a,cx0270a",cx1260a-cx0270a,cx1260a-cx0270a,<rdkit.Chem.rdchem.Mol object at 0x167f957e0>,TUFPTLPAEQNWJN-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx1260a-cx0270a,4281,CNC(=O)c1cccc2cc(N)ccc12
308,None,None,None,,None,None,,"cx1260a,cx0399f",cx1260a-cx0399f,cx1260a-cx0399f,<rdkit.Chem.rdchem.Mol object at 0x167f95850>,JSSRKODIZZNJHB-NSHDSACASA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx1260a-cx0399f,4288,CNC(=O)[C@H]1CCC2=C1c1cccnc1CC2
309,None,None,None,,None,None,,"cx1260a,cx0935a",cx1260a-cx0935a,cx1260a-cx0935a,<rdkit.Chem.rdchem.Mol object at 0x167f958c0>,VQIBYMODFAYWEL-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx1260a-cx0935a,4302,Nc1cc2c3c(cccc3c1)CC(Nc1ccc(O)cc1)C2
310,None,None,None,,None,None,,"cx0289a,cx0894a",cx0894a-cx0289a,cx0894a-cx0289a,<rdkit.Chem.rdchem.Mol object at 0x167f95930>,WUFYJWSZDFLHKX-FQEVSTJZSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0894a-cx0289a,4347,Nc1cc([S@](=O)Nc2ccccn2)c2nc[nH]c2c1Cl
311,None,None,None,,None,None,,"cx0289a,cx0894b",cx0894b-cx0289a,cx0894b-cx0289a,<rdkit.Chem.rdchem.Mol object at 0x167f959a0>,IIRPMUAXXAQELO-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0894b-cx0289a,4405,Nc1ccc(S(=O)(=O)Nc2ccc3nc[nH]c3c2Cl)cc1
312,None,None,None,,None,None,,"cx0289a,cx0894d",cx0894d-cx0289a,cx0894d-cx0289a,<rdkit.Chem.rdchem.Mol object at 0x167f95a10>,ZICDNRGAIBEXSM-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0894d-cx0289a,4467,Nc1ccc(S(=O)(=O)Nn2cnc3c(Cl)cccc32)cc1
313,None,None,None,,None,None,,"cx0692a,cx0894e",cx0894e-cx0692a,cx0894e-cx0692a,<rdkit.Chem.rdchem.Mol object at 0x166f592a0>,IMOYJNKITCRRFB-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0894e-cx0692a,4529,O=C(Nc1ccccc1)c1cc(Cl)c2nc[nH]c2c1
314,None,None,None,,None,None,,"cx0935a,cx0300a",cx0935a-cx0300a,cx0935a-cx0300a,<rdkit.Chem.rdchem.Mol object at 0x16605cf90>,SBEBTLKTHHBVAY-LLVKDONJSA-N,"['butcher: adenine', 'fragmenstein', 'butcher: oxyanion', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx0300a,4582,COCC(=O)Nc1ccc(O)c(-c2nc(C(=O)N[C@@H]3CCC(=O)NC3)cs2)c1
315,None,None,None,,None,None,,"cx0935a,cx0312a",cx0935a-cx0312a,cx0935a-cx0312a,<rdkit.Chem.rdchem.Mol object at 0x16605d930>,WLFMTZKZYACXSW-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx0312a,4585,CN(C)C(=O)Cn1nc(CNc2ccc(O)cc2)c2ccccc21
316,None,None,None,,None,None,,"cx0935a,cx0404a",cx0935a-cx0404a,cx0935a-cx0404a,<rdkit.Chem.rdchem.Mol object at 0x16605d8c0>,DMQVVDLEWZRGCR-SKZKVKIVSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx0404a,4591,COCC(=O)N[C@H]1CC[C@@H](O)C[C@@]12[C@@H](COC)ON[C@H]2C(N)=O
317,None,None,None,,None,None,,"cx0935a,cx0477a",cx0935a-cx0477a,cx0935a-cx0477a,<rdkit.Chem.rdchem.Mol object at 0x167f95af0>,YQIWVNUMRNXSFL-ICUOPCATSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx0477a,4593,COCC(=O)N[C@H]1CC[C@@H](O)[C@@]2(C1)[C@@H](C(N)=O)CNN2CCO
318,None,None,None,,None,None,,"cx0935a,cx0553a",cx0935a-cx0553a,cx0935a-cx0553a,<rdkit.Chem.rdchem.Mol object at 0x167f95bd0>,XXPRWRCNORVHSY-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx0553a,4595,COCC(=O)Nc1ccc(O)c(C#N)c1N(C)CC(N)=O
319,None,None,None,,None,None,,"cx0935a,cx0756a",cx0935a-cx0756a,cx0935a-cx0756a,<rdkit.Chem.rdchem.Mol object at 0x167f95c40>,HJVNYADATJAOPV-XJIUQZFPSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx0756a,4596,COCC(=O)N[C@H]1CC[C@@H](O)C[C@]12CNCC[C@H]2c1n[nH]cc1C
320,None,None,None,,None,None,,"cx0935a,cx0839a",cx0935a-cx0839a,cx0935a-cx0839a,<rdkit.Chem.rdchem.Mol object at 0x167f95cb0>,OSUSJAPCJQBCSN-XZUYRWCXSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx0839a,4597,CN[C@H]1CNC[C@]2(C[C@H](O)CC[C@@H]2NC(=O)COC)N1
321,None,None,None,,None,None,,"cx0864a,cx0935a",cx0935a-cx0864a,cx0935a-cx0864a,<rdkit.Chem.rdchem.Mol object at 0x167f95d20>,JOMKNPKJLUDQRQ-UICACZKSSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx0864a,4599,COCC(=O)N[C@H]1CC[C@@H](O)C[C@]12CCC[C@H](c1ccn[nH]1)C2
322,None,None,None,,None,None,,"cx0935a,cx0864d",cx0935a-cx0864d,cx0935a-cx0864d,<rdkit.Chem.rdchem.Mol object at 0x167f95d90>,LQNAXKMPRWMOMP-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'select (DF) [arg144_pures]', 'arg144_pures', 'select (JA) [arg144_pures]', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx0864d,4601,Oc1ccc(NN2COc3cc(-c4ccn[nH]4)ccc32)cc1
323,None,None,None,,None,None,,"cx0935a,cx0969a",cx0935a-cx0969a,cx0935a-cx0969a,<rdkit.Chem.rdchem.Mol object at 0x167f95e00>,YHLFAQOJWOGOLI-SFDCQRBFSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx0969a,4607,COCC(=O)N[C@H]1CC[C@@H](O)C[C@]12CCC[C@H](CO)C2
324,None,None,None,,None,None,,"cx0935a,cx0969b",cx0935a-cx0969b,cx0935a-cx0969b,<rdkit.Chem.rdchem.Mol object at 0x167f95e70>,UFKPYVZWYQIMHJ-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx0969b,4608,OCc1cc2c(cc1CNc1ccc(O)cc1)OCC2
325,None,None,None,,None,None,,"cx0935a,cx1075a",cx0935a-cx1075a,cx0935a-cx1075a,<rdkit.Chem.rdchem.Mol object at 0x167f95ee0>,GTZCYIVQJXKAOZ-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx1075a,4611,COCC(=O)Nc1ccc(O)c(Br)c1N
326,None,None,None,,None,None,,"cx0935a,cx1116a",cx0935a-cx1116a,cx0935a-cx1116a,<rdkit.Chem.rdchem.Mol object at 0x167f95f50>,XMHJIXAUMMKGLT-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx1116a,4613,COCC(=O)Nc1ccc(O)cc1N
327,None,None,None,,None,None,,"cx0935a,cx1116c",cx0935a-cx1116c,cx0935a-cx1116c,<rdkit.Chem.rdchem.Mol object at 0x167f95fc0>,JXRCCCJCUJURBQ-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'select (JA) [arg144_pures]', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx1116c,4614,Cc1cccc(O)c1Nc1ccc(O)cc1
328,None,None,None,,None,None,,"cx0935a,cx1118g",cx0935a-cx1118g,cx0935a-cx1118g,<rdkit.Chem.rdchem.Mol object at 0x167f96030>,LXNXWBLKTWRVII-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'select (DF) [arg144_pures]', 'arg144_pures', 'select (JA) [arg144_pures]', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx1118g,4616,COc1ccccc1C(=O)Nc1ccc(O)cc1
329,None,None,None,,None,None,,"cx0935a,cx1132f",cx0935a-cx1132f,cx0935a-cx1132f,<rdkit.Chem.rdchem.Mol object at 0x167f960a0>,MIMRXPBJLOWRMN-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx1132f,4618,Oc1ccc(Nc2ccncc2O)cc1
330,None,None,None,,None,None,,"cx0935a,cx1213b",cx0935a-cx1213b,cx0935a-cx1213b,<rdkit.Chem.rdchem.Mol object at 0x167f96110>,OIDLUPDKBQACIL-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx1213b,4619,COc1c(Nc2ccc(O)cc2)cnc2c1NCCC2
